Country	Station Name	Period	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
UNITED STATES OF AMERICA	WELLSBORO 3S, PA	1961-1990	42.7	45.0	54.4	59.7	84.6	103.9	86.4	72.6	79.8	67.1	69.3	55.1
UNITED STATES OF AMERICA	WEST CHESTER 1W, PA	1961-1990	87.9	78.0	88.6	97.3	111.0	106.7	118.9	98.0	105.4	81.0	99.8	92.7
UNITED STATES OF AMERICA	YORK PUMP STATION 3SSW, PA	1961-1990	73.4	69.8	79.8	91.2	94.7	108.2	92.2	86.1	84.8	77.2	86.9	81.8
UNITED STATES OF AMERICA	AIKEN 4NE, SC	1961-1990	117.9	113.5	134.1	97.0	105.9	130.3	131.1	134.9	89.4	72.1	73.2	96.3
UNITED STATES OF AMERICA	ANDERSON, SC	1961-1990	125.2	109.5	140.7	98.8	99.1	101.9	124.0	99.3	101.6	98.6	100.6	116.8
UNITED STATES OF AMERICA	BLACKVILLE 3W, SC	1961-1990	106.9	104.9	114.0	82.3	101.3	138.7	122.9	122.9	80.5	69.3	61.2	89.2
UNITED STATES OF AMERICA	CAMDEN 3W, SC	1961-1990	106.9	93.0	110.7	76.5	84.1	118.9	137.2	117.3	85.1	80.8	76.5	84.8
UNITED STATES OF AMERICA	CHARLESTON/CITY OFFICE, SC	1961-1990	85.3	77.7	109.2	62.0	89.7	148.1	153.7	185.7	118.6	70.6	58.2	73.7
UNITED STATES OF AMERICA	CHERAW, SC	1961-1990	105.4	104.6	112.5	75.4	94.2	121.2	145.8	133.4	92.2	88.1	73.7	87.6
UNITED STATES OF AMERICA	CONWAY, SC	1961-1990	102.4	93.2	102.9	78.0	115.1	134.9	162.8	149.6	126.2	73.7	68.6	82.3
UNITED STATES OF AMERICA	DARLINGTON 1N, SC	1961-1990	103.6	98.0	114.3	73.7	94.0	119.1	136.9	137.7	88.1	74.9	69.6	84.6
UNITED STATES OF AMERICA	GREENWOOD 3NE, SC	1961-1990	121.7	106.7	127.0	93.7	97.5	92.7	107.2	90.2	84.6	85.1	89.2	98.6
UNITED STATES OF AMERICA	NEWBERRY, SC	1961-1990	115.1	103.6	127.5	84.6	95.3	113.5	108.7	124.2	107.4	80.5	80.3	94.5
UNITED STATES OF AMERICA	SANTUCK, SC	1961-1990	113.3	107.9	132.3	79.2	89.9	107.2	114.3	108.2	102.1	84.3	82.6	95.5
UNITED STATES OF AMERICA	SUMMERVILLE, SC	1961-1990	101.3	91.7	113.8	79.0	108.5	154.4	153.9	176.3	121.4	79.2	64.5	83.8
UNITED STATES OF AMERICA	WALHALLA, SC	1961-1990	140.7	133.9	166.4	119.1	131.8	123.4	139.7	131.8	113.3	112.5	120.6	130.6
UNITED STATES OF AMERICA	WINNSBORO, SC	1961-1990	117.1	95.0	119.9	82.0	92.5	109.5	113.5	102.9	91.9	79.2	71.9	89.2
UNITED STATES OF AMERICA	WINTHROP COLLEGE, SC	1961-1990	110.7	108.2	129.0	75.9	95.5	108.7	109.2	109.2	109.5	93.0	88.4	98.3
UNITED STATES OF AMERICA	ACADEMY, SD	1961-1990	12.2	15.2	39.9	64.0	89.7	90.9	74.7	52.1	53.1	38.1	19.8	12.7
UNITED STATES OF AMERICA	ALEXANDRIA, SD	1961-1990	9.4	12.2	35.8	59.2	73.7	91.4	72.4	65.5	59.4	40.9	20.8	12.4
UNITED STATES OF AMERICA	CANTON 4WNW, SD	1961-1990	9.9	14.0	37.1	60.7	72.9	94.0	76.7	78.2	67.1	45.0	24.9	16.8
UNITED STATES OF AMERICA	CLARK, SD	1961-1990	13.5	16.8	33.3	50.3	71.1	86.1	73.7	66.5	47.0	38.9	21.6	14.2
UNITED STATES OF AMERICA	EUREKA, SD	1961-1990	6.9	8.9	24.4	48.8	60.5	79.5	60.7	52.1	37.3	29.7	13.5	8.1
UNITED STATES OF AMERICA	FAULKTON, SD	1961-1990	7.1	12.7	33.5	53.3	68.6	80.5	59.2	60.2	40.9	31.5	14.0	9.1
UNITED STATES OF AMERICA	GANN VALLEY, SD	1961-1990	5.8	10.4	28.7	48.0	73.2	77.2	69.1	52.3	40.9	33.8	13.7	9.7
UNITED STATES OF AMERICA	HIGHMORE 1W, SD	1961-1990	8.4	12.4	31.8	58.9	70.4	81.0	76.5	58.9	41.9	34.3	14.5	10.7
UNITED STATES OF AMERICA	HOT SPRINGS, SD	1961-1990	7.6	10.2	20.1	41.4	71.6	71.1	66.5	34.0	34.5	24.6	11.2	9.1
UNITED STATES OF AMERICA	MELLETTE, SD	1961-1990	9.9	14.2	32.8	56.9	72.9	88.9	66.5	66.5	48.0	31.5	16.3	11.2
UNITED STATES OF AMERICA	MILBANK 2SSW, SD	1961-1990	11.4	11.9	32.5	56.1	67.1	83.6	75.2	66.8	51.3	46.7	25.4	10.7
UNITED STATES OF AMERICA	PIERRE FAA AP, SD	1961-1990	10.9	12.2	28.7	52.8	72.9	89.4	66.5	42.9	39.6	31.0	13.2	14.0
UNITED STATES OF AMERICA	RAPID CITY, SD	1961-1990	8.4	12.4	24.1	52.8	80.8	83.8	65.5	51.1	31.2	27.9	12.2	10.7
UNITED STATES OF AMERICA	VERMILLION 2SE, SD	1961-1990	9.9	13.2	43.7	60.5	91.9	100.8	81.8	74.9	61.7	44.4	27.9	17.0
UNITED STATES OF AMERICA	WATERTOWN FAA AP, SD	1961-1990	13.7	14.7	35.8	55.4	77.0	89.7	77.5	69.1	50.0	47.5	21.6	12.7
UNITED STATES OF AMERICA	BRISTOL/TRI CITY, TN	1961-1990	82.0	87.4	94.0	83.8	97.5	89.9	109.7	80.5	82.8	65.8	74.7	86.1
UNITED STATES OF AMERICA	CLARKSVILLE SEWAGE PLANT, TN	1961-1990	94.0	108.7	144.0	113.3	109.2	99.1	105.2	97.5	88.4	80.5	116.1	133.1
UNITED STATES OF AMERICA	COVINGTON 1W, TN	1961-1990	97.8	113.3	136.4	140.0	135.1	84.8	101.3	66.3	101.1	74.9	129.3	143.8
UNITED STATES OF AMERICA	DICKSON, TN	1961-1990	98.8	114.6	142.5	127.8	130.0	106.7	113.3	93.2	101.1	79.5	127.3	135.6
UNITED STATES OF AMERICA	DOVER 1W, TN	1961-1990	100.1	115.6	137.4	125.0	117.1	98.6	113.8	94.0	97.5	86.1	126.5	133.6
UNITED STATES OF AMERICA	JACKSON EXPERIMENT STN, TN	1961-1990	98.3	111.0	128.0	129.5	138.9	103.9	107.4	73.9	99.3	82.8	122.9	136.4
UNITED STATES OF AMERICA	LEWISBURG EXPERIMENT STN, TN	1961-1990	114.0	104.6	151.6	118.6	143.8	97.8	131.8	82.6	96.3	96.8	123.2	128.3
UNITED STATES OF AMERICA	MCMINNVILLE, TN	1961-1990	110.2	107.9	148.1	113.3	129.3	106.2	121.9	87.4	98.6	87.1	116.1	127.8
UNITED STATES OF AMERICA	MURFREESBORO 5N, TN	1961-1990	106.9	102.9	140.2	113.8	136.1	98.3	122.4	96.0	107.9	84.6	114.6	126.7
UNITED STATES OF AMERICA	NEWPORT 1NW, TN	1961-1990	89.2	90.4	109.7	91.4	116.6	91.9	114.0	97.3	84.6	65.0	80.8	86.9
UNITED STATES OF AMERICA	OAK RIDGE, TN	1961-1990	116.1	110.2	144.3	103.6	118.9	110.2	138.4	94.0	98.0	80.8	116.6	134.6
UNITED STATES OF AMERICA	WAYNESBORO, TN	1961-1990	120.9	120.1	159.5	135.9	141.0	96.8	131.8	92.5	91.9	92.5	141.7	145.8
UNITED STATES OF AMERICA	ALICE, TX	1961-1990	34.0	41.4	21.6	41.4	81.8	89.2	63.2	67.3	130.6	69.1	39.9	26.9
UNITED STATES OF AMERICA	BALLINGER 1SW, TX	1961-1990	23.6	31.8	31.0	47.5	87.4	64.8	36.8	63.2	88.9	58.7	32.3	25.9
UNITED STATES OF AMERICA	BEEVILLE 5NE, TX	1961-1990	50.3	48.3	30.7	58.2	91.9	96.5	70.6	74.7	122.2	78.7	51.1	40.9
UNITED STATES OF AMERICA	BOERNE, TX	1961-1990	44.2	54.4	52.6	78.2	103.9	96.0	55.4	74.2	106.7	90.4	67.6	45.5
UNITED STATES OF AMERICA	BRENHAM, TX	1961-1990	77.5	72.6	69.8	82.6	131.3	110.0	51.3	63.0	122.9	91.9	98.6	80.5
UNITED STATES OF AMERICA	CORSICANA, TX	1961-1990	55.4	71.1	78.7	91.2	146.0	77.5	53.8	48.8	86.1	105.4	73.2	74.4
UNITED STATES OF AMERICA	DUBLIN, TX	1961-1990	42.4	54.1	57.9	81.8	119.1	85.1	56.4	71.9	90.7	83.1	52.3	40.9
UNITED STATES OF AMERICA	GREENVILLE, TX	1961-1990	55.4	75.4	96.5	100.1	145.5	93.2	67.6	55.9	113.8	103.1	83.1	67.1
UNITED STATES OF AMERICA	HALLETTSVILLE 3S, TX	1961-1990	70.6	62.0	55.4	75.9	134.9	110.5	63.0	67.6	128.8	81.5	83.6	59.9
UNITED STATES OF AMERICA	LAMPASAS, TX	1961-1990	39.1	50.5	52.8	68.3	104.9	73.9	46.0	62.5	78.0	82.6	50.8	41.9
UNITED STATES OF AMERICA	LLANO, TX	1961-1990	30.0	44.7	41.1	63.5	96.3	70.1	44.7	60.2	75.9	68.8	45.0	31.2
UNITED STATES OF AMERICA	LULING, TX	1961-1990	56.4	56.6	49.0	77.2	120.9	111.8	43.7	54.9	110.5	89.2	77.7	48.8
UNITED STATES OF AMERICA	MARSHALL, TX	1961-1990	97.0	101.6	101.6	112.8	124.7	112.8	76.5	63.8	96.0	99.3	109.7	114.6
UNITED STATES OF AMERICA	MEXIA, TX	1961-1990	63.2	77.5	86.4	90.9	125.0	88.4	48.0	58.4	118.1	103.1	85.1	80.3
UNITED STATES OF AMERICA	QUANAH 5SE, TX	1961-1990	20.3	25.9	38.1	42.9	87.9	81.3	59.9	63.5	91.7	59.7	30.2	21.6
UNITED STATES OF AMERICA	TEMPLE, TX	1961-1990	48.0	69.6	63.8	73.7	117.6	92.5	49.5	57.4	97.0	84.6	73.2	58.9
UNITED STATES OF AMERICA	WEATHERFORD, TX	1961-1990	41.4	55.4	69.3	82.6	113.0	92.2	57.7	61.0	88.1	83.3	50.8	41.4
UNITED STATES OF AMERICA	DESERET, UT	1961-1990	14.7	12.7	19.0	20.6	24.1	11.9	14.0	17.5	20.1	22.1	20.1	16.0
UNITED STATES OF AMERICA	FILLMORE, UT	1961-1990	32.3	32.0	52.8	46.2	36.3	22.9	19.0	22.1	30.7	35.1	37.1	37.6
UNITED STATES OF AMERICA	LAKETOWN, UT	1961-1990	23.6	21.6	24.9	29.2	30.0	28.2	18.0	20.8	29.7	28.2	27.2	29.0
UNITED STATES OF AMERICA	TOOELE, UT	1961-1990	27.2	33.8	58.9	63.2	48.5	28.2	23.4	23.9	36.1	46.0	42.9	37.6
UNITED STATES OF AMERICA	CHELSEA, VT	1961-1990	61.2	53.6	63.2	72.9	88.6	80.0	88.4	95.8	81.3	81.5	88.1	76.2
UNITED STATES OF AMERICA	CORNWALL, VT	1961-1990	51.1	46.0	58.4	65.3	86.4	78.5	86.6	110.5	81.8	74.4	81.0	69.1
UNITED STATES OF AMERICA	ENOSBURG FALLS, VT	1961-1990	62.5	52.3	69.3	86.4	100.1	104.9	109.7	132.8	100.6	99.1	111.0	82.8
UNITED STATES OF AMERICA	BLACKSBURG 3SE, VA	1961-1990	70.1	73.4	90.4	91.9	102.6	86.6	101.9	95.8	89.2	92.2	73.4	71.6
UNITED STATES OF AMERICA	BURKES GARDEN, VA	1961-1990	82.0	84.3	95.8	92.7	114.8	101.1	118.4	100.1	84.3	86.1	84.3	84.1
UNITED STATES OF AMERICA	CHARLOTTESVILLE, VA	1961-1990	80.0	84.3	95.3	84.8	124.0	95.0	120.6	119.6	104.1	116.1	93.0	84.3
UNITED STATES OF AMERICA	DALE ENTERPRISE, VA	1961-1990	46.7	51.3	62.2	64.0	85.9	75.2	90.7	90.9	82.6	81.0	70.6	57.7
UNITED STATES OF AMERICA	FREDERICKSBURG NATIONAL PARK, VA	1961-1990	79.0	74.2	90.2	77.5	97.8	85.1	92.7	91.7	88.6	87.1	85.3	83.6
UNITED STATES OF AMERICA	HOT SPRINGS, VA	1961-1990	74.4	74.2	93.7	87.1	105.4	85.3	114.0	94.0	86.1	95.8	88.1	72.1
UNITED STATES OF AMERICA	LEXINGTON, VA	1961-1990	64.5	71.6	84.6	72.9	92.7	80.8	93.0	80.5	80.3	90.2	76.7	73.9
UNITED STATES OF AMERICA	LINCOLN, VA	1961-1990	71.6	68.1	90.7	88.6	114.0	105.9	95.3	100.8	87.9	83.6	88.4	79.8
UNITED STATES OF AMERICA	STAUNTON SEWAGE PLANT, VA	1961-1990	58.4	57.9	73.2	71.6	91.4	69.8	88.6	93.2	87.9	92.2	75.9	61.5
UNITED STATES OF AMERICA	WILLIAMSBURG 2N, VA	1961-1990	97.3	89.9	106.2	76.5	114.8	102.4	126.0	119.9	107.9	81.5	88.4	85.1
UNITED STATES OF AMERICA	WOODSTOCK 2NE, VA	1961-1990	60.5	58.4	69.8	68.6	86.9	82.6	93.5	80.3	82.6	79.8	70.4	61.0
UNITED STATES OF AMERICA	ABERDEEN, WA	1961-1990	314.5	256.5	229.6	147.3	94.7	63.5	35.1	45.5	91.9	182.6	310.6	329.2
UNITED STATES OF AMERICA	BLAINE, WA	1961-1990	135.6	113.3	92.2	70.1	59.2	47.5	34.0	39.9	56.1	101.1	151.6	154.7
UNITED STATES OF AMERICA	CENTRALIA, WA	1961-1990	176.8	131.3	124.5	81.5	56.4	47.5	21.6	34.0	56.1	102.6	177.8	184.4
UNITED STATES OF AMERICA	DAVENPORT, WA	1961-1990	38.4	32.8	34.0	25.7	32.0	24.1	16.5	14.5	18.0	22.9	50.8	52.8
UNITED STATES OF AMERICA	DAYTON 1WSW, WA	1961-1990	60.5	43.4	50.8	37.8	34.3	26.9	13.7	16.8	24.1	35.6	61.7	64.3
UNITED STATES OF AMERICA	OLGA 3E, WA	1961-1990	103.9	72.9	59.4	50.8	41.7	32.3	24.6	27.9	39.9	69.1	105.4	108.2
UNITED STATES OF AMERICA	PORT ANGELES, WA	1961-1990	102.4	65.0	51.1	34.0	25.1	19.8	13.5	20.1	31.5	58.9	102.6	110.5
UNITED STATES OF AMERICA	PORT TOWNSEND, WA	1961-1990	61.2	41.4	48.8	42.9	40.9	33.8	22.4	22.9	31.2	38.9	67.3	82.3
UNITED STATES OF AMERICA	SEATTLE NMFC, WA	1961-1990	135.9	102.4	95.8	63.8	46.7	40.4	21.6	31.0	49.3	82.6	143.5	152.4
UNITED STATES OF AMERICA	SEDRO WOOLLEY, WA	1961-1990	149.9	112.0	103.6	96.5	71.6	62.5	44.4	46.0	78.7	104.4	160.5	151.1
UNITED STATES OF AMERICA	SUNNYSIDE, WA	1961-1990	21.8	14.0	14.0	12.4	12.7	9.4	3.8	8.1	11.2	11.9	23.4	27.2
UNITED STATES OF AMERICA	VANCOUVER 4NNE, WA	1961-1990	153.7	115.1	102.6	70.1	59.7	41.7	20.8	31.0	51.1	80.3	149.9	173.2
UNITED STATES OF AMERICA	WILBUR, WA	1961-1990	28.2	27.4	26.4	23.1	29.0	20.8	15.7	15.7	15.7	18.0	40.9	42.7
UNITED STATES OF AMERICA	BUCKHANNON 2W, WV	1961-1990	89.4	82.3	104.9	104.6	107.2	116.8	123.2	110.2	98.0	82.0	97.5	101.1
UNITED STATES OF AMERICA	GLENVILLE 1ENE, WV	1961-1990	74.9	72.1	97.0	98.3	103.6	90.4	128.3	106.2	84.8	81.5	93.2	88.6
UNITED STATES OF AMERICA	LEWISBURG 2SSW, WV	1961-1990	68.3	71.6	82.6	83.6	91.4	86.1	111.5	90.4	72.4	79.2	74.7	73.9
UNITED STATES OF AMERICA	MARTINSBURG FAA AIRPORT, WV	1961-1990	59.7	63.5	79.8	80.5	103.1	86.9	89.7	83.8	71.4	86.9	78.2	67.8
UNITED STATES OF AMERICA	PARSONS 1SE, WV	1961-1990	88.4	80.8	105.9	118.9	122.7	134.6	136.1	124.0	105.2	90.9	96.3	100.6
UNITED STATES OF AMERICA	SPENCER 1SE, WV	1961-1990	77.0	73.4	92.2	90.9	98.8	87.4	122.7	105.7	91.4	82.0	90.2	85.3
UNITED STATES OF AMERICA	WELLSBURG WATER TRMT PLANT, WV	1961-1990	56.9	58.7	81.5	86.9	110.0	98.0	110.7	91.4	77.0	69.6	78.5	71.6
UNITED STATES OF AMERICA	WILLIAMSON, WV	1961-1990	81.3	85.9	96.8	91.9	101.1	96.3	120.9	96.3	89.9	76.5	86.9	89.7
UNITED STATES OF AMERICA	WINFIELD LOCK & DAM, WV	1961-1990	68.1	66.8	91.4	89.7	100.1	80.5	118.6	102.6	86.4	74.2	86.9	82.3
UNITED STATES OF AMERICA	ASHLAND EXPERIMENT FARM, WI	1961-1990	27.2	19.3	45.7	58.2	83.3	84.3	89.2	105.9	97.5	63.0	54.9	35.1
UNITED STATES OF AMERICA	BOWLER, WI	1961-1990	23.4	24.6	48.8	70.4	88.9	90.9	91.9	97.5	104.6	65.5	53.3	38.1
UNITED STATES OF AMERICA	BRODHEAD, WI	1961-1990	29.2	29.5	59.2	83.8	83.6	102.1	98.6	103.1	98.0	68.3	54.6	46.5
UNITED STATES OF AMERICA	FOND DU LAC, WI	1961-1990	24.6	22.9	45.0	65.5	78.0	88.6	82.0	100.3	95.3	59.9	47.2	37.1
UNITED STATES OF AMERICA	LANCASTER 4WSW, WI	1961-1990	21.3	23.6	54.9	76.5	90.9	103.4	101.3	112.0	97.5	62.7	54.4	34.0
UNITED STATES OF AMERICA	MANITOWOC, WI	1961-1990	31.8	30.2	50.5	67.3	71.6	79.5	76.5	83.8	85.6	57.7	58.9	46.0
UNITED STATES OF AMERICA	MEDFORD, WI	1961-1990	27.4	22.9	46.7	63.0	86.4	105.9	94.2	108.7	113.8	60.2	46.0	35.8
UNITED STATES OF AMERICA	NEW LONDON, WI	1961-1990	33.0	29.5	52.8	66.8	85.9	91.2	89.2	93.2	91.9	58.9	52.3	39.6
UNITED STATES OF AMERICA	OCONTO 4W, WI	1961-1990	38.1	29.5	52.8	61.5	83.3	90.9	86.9	85.9	89.2	58.9	59.7	44.7
UNITED STATES OF AMERICA	OSHKOSH, WI	1961-1990	31.2	27.4	57.2	72.4	80.0	83.6	83.3	98.6	97.0	60.2	58.4	41.9
UNITED STATES OF AMERICA	PORTAGE, WI	1961-1990	25.9	27.7	55.4	75.7	81.3	97.0	92.7	101.3	103.6	61.0	55.4	38.4
UNITED STATES OF AMERICA	PRAIRIE DU CHIEN, WI	1961-1990	23.6	29.0	50.5	77.0	90.4	88.4	88.9	100.3	84.3	59.2	49.8	35.8
UNITED STATES OF AMERICA	RACINE, WI	1961-1990	40.9	34.3	67.3	93.0	75.9	91.7	98.3	93.0	96.5	59.7	66.5	55.9
UNITED STATES OF AMERICA	SPOONER EXPERIMENT FARM, WI	1961-1990	19.3	16.5	35.3	54.9	80.3	97.8	95.5	108.5	97.0	64.3	37.8	24.4
UNITED STATES OF AMERICA	VIROQUA 2NW, WI	1961-1990	20.1	21.6	41.4	79.2	85.1	94.7	105.9	105.7	105.4	57.9	42.2	30.0
UNITED STATES OF AMERICA	WATERTOWN, WI	1961-1990	30.0	29.0	57.2	74.9	72.4	95.5	102.1	101.9	102.6	62.2	57.2	46.0
UNITED STATES OF AMERICA	CHUGWATER, WY	1961-1990	15.7	14.5	28.4	41.1	71.4	54.4	50.0	38.1	28.7	22.4	17.0	15.7
UNITED STATES OF AMERICA	EVANSTON 1E, WY	1961-1990	14.7	15.7	22.9	30.0	29.2	25.4	22.6	24.4	31.5	27.4	22.4	19.6
UNITED STATES OF AMERICA	LARAMIE, WY	1961-1990	11.2	11.4	21.3	26.7	34.3	30.5	40.1	28.4	23.9	20.8	16.3	11.4
UNITED STATES OF AMERICA	LUSK, WY	1961-1990	14.7	13.2	30.7	56.6	68.6	55.6	48.5	29.2	32.0	25.9	16.0	14.7
UNITED STATES OF AMERICA	PATHFINDER DAM, WY	1961-1990	8.1	9.9	16.3	30.0	45.0	31.0	22.9	15.7	18.8	22.1	12.7	9.7
UNITED STATES OF AMERICA	KEY WEST/INTL, FL	1961-1990	51.1	45.7	43.4	44.4	87.9	129.3	91.7	127.8	148.6	112.3	72.1	51.3
UNITED STATES OF AMERICA	MIAMI, FL	1961-1990	51.1	52.8	60.7	72.4	157.7	237.0	144.8	192.5	193.8	143.3	67.6	46.5
UNITED STATES OF AMERICA	WEST PALM BEACH/INTL, FL	1961-1990	71.1	68.3	93.0	73.9	155.7	205.5	156.0	152.9	216.7	167.6	119.1	63.2
UNITED STATES OF AMERICA	ORLANDO/JETPORT, FL	1961-1990	58.4	76.7	81.5	45.7	90.2	185.9	184.1	172.2	152.7	61.5	58.4	54.6
UNITED STATES OF AMERICA	JACKSONVILLE/WSO AP FL	1961-1990	84.1	99.8	93.5	70.4	90.2	144.5	142.2	201.4	179.1	73.7	55.6	69.1
UNITED STATES OF AMERICA	SAVANNAH/MUNICIPAL, GA	1961-1990	91.2	81.8	96.0	77.0	103.9	143.8	162.1	189.5	113.5	60.7	55.6	75.2
UNITED STATES OF AMERICA	CHARLESTON/MUNICIPAL, SC	1961-1990	87.6	83.8	110.2	67.8	101.9	163.3	173.7	183.4	120.1	73.7	63.2	80.0
UNITED STATES OF AMERICA	TAMPA/INT'L ARPT FL	1961-1990	50.5	78.2	76.5	29.2	78.7	139.2	167.1	193.3	151.9	51.3	45.0	54.6
UNITED STATES OF AMERICA	TALLAHASSEE/MUNICIPAL, FL	1961-1990	121.2	141.2	157.7	95.0	120.6	176.0	224.0	191.3	141.7	74.2	98.3	127.8
UNITED STATES OF AMERICA	MACON/LEWIS B WILSON ARPT GA	1961-1990	115.8	120.4	121.7	87.9	90.7	90.9	109.2	92.2	70.6	55.4	69.3	109.5
UNITED STATES OF AMERICA	AUGUSTA/BUSH FIELD, GA	1961-1990	102.9	108.5	118.1	84.1	95.8	104.9	107.7	114.3	76.7	72.1	63.0	86.4
UNITED STATES OF AMERICA	ATLANTA/HARTSFIELD INTL AP GA	1961-1990	120.6	122.2	146.6	108.2	109.0	90.4	127.3	93.0	86.9	77.5	98.0	110.0
UNITED STATES OF AMERICA	APALACHICOLA/MUNICIPAL, FL	1961-1990	99.1	96.3	107.9	69.1	67.8	115.6	186.7	190.5	191.5	86.4	81.3	103.6
UNITED STATES OF AMERICA	PENSACOLA FAA AP, FL	1961-1990	118.9	137.2	143.0	95.8	106.7	162.6	188.5	187.7	135.1	106.9	89.9	109.0
UNITED STATES OF AMERICA	MOBILE/WSO AIRPORT AL	1961-1990	120.9	138.7	162.8	113.8	145.8	128.0	174.0	176.8	150.1	74.7	104.1	134.9
UNITED STATES OF AMERICA	MONTGOMERY AL	1961-1990	118.9	139.2	159.0	114.0	99.6	99.1	131.8	93.7	103.9	62.2	103.6	132.1
UNITED STATES OF AMERICA	BIRMINGHAM/MUNICIPAL ARPT AL	1961-1990	129.5	119.9	157.2	126.0	123.2	94.7	133.4	91.2	99.8	71.4	110.0	130.0
UNITED STATES OF AMERICA	NEW ORLEANS, LA	1961-1990	128.3	152.7	124.5	114.3	115.8	148.3	155.4	156.7	140.0	77.5	112.3	146.0
UNITED STATES OF AMERICA	JACKSON/THOMPSON FIELD MS	1961-1990	133.1	119.4	147.8	141.5	128.3	80.8	114.6	95.8	90.2	82.8	122.2	150.1
UNITED STATES OF AMERICA	LAKE CHARLES/WSO AP LA	1961-1990	114.8	91.2	83.6	84.6	144.0	126.0	132.1	135.4	144.5	100.3	108.2	128.3
UNITED STATES OF AMERICA	PORT ARTHUR, TX	1961-1990	121.2	85.9	82.3	89.2	145.0	142.0	136.7	135.6	160.3	109.0	123.2	122.2
UNITED STATES OF AMERICA	GALVESTON, TX	1961-1990	82.8	57.4	56.6	61.7	91.2	112.8	100.6	113.5	150.6	72.1	85.6	88.9
UNITED STATES OF AMERICA	HOUSTON/INTERCONTINENTAL, TX	1961-1990	83.6	75.2	74.2	81.5	133.1	126.0	91.4	88.6	124.2	108.5	96.3	87.6
UNITED STATES OF AMERICA	SHREVEPORT/WSO AP LA	1961-1990	98.6	99.6	91.2	95.3	131.6	109.0	93.2	61.7	79.2	94.7	113.0	104.1
UNITED STATES OF AMERICA	BROWNSVILLE/INTL, TX	1961-1990	39.6	26.9	13.5	39.6	74.7	69.3	48.3	70.4	152.4	71.1	38.4	31.8
UNITED STATES OF AMERICA	CORPUS CHRISTI/INTL, TX	1961-1990	43.4	49.8	23.9	43.7	84.6	85.9	60.7	84.1	140.2	76.7	40.4	32.0
UNITED STATES OF AMERICA	SAN ANTONIO/INTL, TX	1961-1990	43.4	46.0	38.6	63.5	107.2	96.8	54.9	64.5	86.6	80.5	66.5	38.4
UNITED STATES OF AMERICA	AUSTIN/MUNICIPAL AP TX	1961-1990	43.4	55.1	47.5	65.0	121.4	94.5	51.8	52.1	83.8	87.1	60.2	47.8
UNITED STATES OF AMERICA	VICTORIA/REGIONAL AP TX	1961-1990	54.9	50.8	39.4	61.2	114.3	124.2	84.8	76.5	142.2	87.9	62.2	51.8
UNITED STATES OF AMERICA	WACO/MADISON-COOPER ARPT TX	1961-1990	41.9	53.1	59.2	81.0	116.3	83.3	50.5	42.7	89.4	85.3	61.7	47.2
UNITED STATES OF AMERICA	FORT WORTH/GREATER SW INT'L A,TX	1961-1990	46.5	55.4	70.4	88.9	124.0	75.7	58.7	56.1	86.1	89.4	58.2	46.7
UNITED STATES OF AMERICA	DEL RIO/INT'L ARPT TX	1961-1990	14.2	24.1	17.5	50.3	51.6	53.6	47.0	37.3	71.9	56.9	23.4	15.5
UNITED STATES OF AMERICA	SAN ANGELO/MATHIS, TX	1961-1990	20.3	27.2	23.1	42.4	76.2	59.2	26.9	49.0	86.6	61.0	27.4	20.1
UNITED STATES OF AMERICA	MIDLAND/WSO AP TX	1961-1990	10.2	15.7	14.7	21.1	50.3	39.4	43.2	42.9	66.5	44.2	17.5	14.2
UNITED STATES OF AMERICA	ABILENE/MUNICIPAL ARPT TX	1961-1990	26.2	29.5	34.5	48.3	75.4	72.6	53.1	71.1	81.5	63.8	37.6	26.2
UNITED STATES OF AMERICA	LUBBOCK/REGIONAL ARPT TX	1961-1990	9.9	17.3	22.6	24.6	59.7	69.8	60.2	63.8	66.0	47.2	19.0	13.5
UNITED STATES OF AMERICA	ROSWELL/INDUSTRIAL AIR PARK NM	1961-1990	8.9	11.7	8.4	11.7	26.4	40.9	43.4	65.5	51.3	26.7	13.2	11.4
UNITED STATES OF AMERICA	EL PASO/INT'L ARPT TX	1961-1990	10.2	10.4	7.4	5.1	6.4	17.0	39.1	40.1	43.2	19.3	11.2	14.5
UNITED STATES OF AMERICA	TUCSON/INT'L ARPT AZ	1961-1990	22.1	17.8	18.3	7.6	4.6	5.1	60.2	55.6	42.4	26.9	17.0	27.2
UNITED STATES OF AMERICA	PHOENIX/SKY HARBOR INTL, AZ	1961-1990	17.0	17.3	22.4	5.6	3.0	3.3	21.1	24.4	21.8	16.5	16.8	25.4
UNITED STATES OF AMERICA	YUMA/INT'L ARPT AZ	1961-1990	8.9	5.6	5.3	3.6	1.0	.5	6.6	16.3	7.9	7.4	6.1	11.4
UNITED STATES OF AMERICA	SAN DIEGO/LINDBERGH FIELD CA	1961-1990	45.7	38.9	45.0	20.1	4.8	1.8	.5	2.5	6.1	9.4	36.8	39.9
UNITED STATES OF AMERICA	LOS ANGELES/INTL, CA	1961-1990	61.0	63.8	50.3	18.3	3.6	.8	.3	3.8	7.9	8.6	44.7	42.2
UNITED STATES OF AMERICA	LONG BEACH/WSCMO CA	1961-1990	62.7	62.7	49.8	17.3	4.3	1.0	.3	2.8	7.4	6.9	41.9	42.7
